code,parent_code,like_count,username,text,created_at
C6k15poy7bn,C6khQd5pwIP,0,yatrainfo,☀️,1715586436.7739613
C6oqCCwvi1y,C6khQd5pwIP,0,manikuttan_navy,👍,1715586436.7739646
C65pActvOey,,41,mrs.verma428,,1715586440.1515338
C623szHpatA,C6mBuwwpNf-,68,j_a_n_i_.f_f_e_r,🫶🏻🤍on Instagram,1715586440.1515424
C65cfK_p35p,C6mBuwwpNf-,61,___bebo23,,1715586440.1515467
C65EEhLJxRC,C6mBuwwpNf-,109,sh.pooja.mua,Morning 🌅,1715586440.1515486
C65ma9Gh_EE,C6mBuwwpNf-,111,nikky_1423,💙🧿,1715586440.1515515
C65oWS2oOVD,,7,poojagohil260,Poojagohil6072,1715586442.9087844
C65JPwnvtF-,C6kbtxqSuDx,55,pritipatel3726,"Smile for your self 
Love your self",1715586442.9087942
C60wr7oNfqU,C6kbtxqSuDx,150,monalidarji1993,A beautiful soul with a strong mind & kind heart💕✨,1715586442.9087982
C60oK9MqaaY,C6kbtxqSuDx,184,dhritipatel493,"Hello pink 💗 
What is yours fav Colour???Threads",1715586442.9088027
C64vwThsdll,C6kbtxqSuDx,41,kajalkevadiya,Sunday in the heart of downtown ❤️ #CityLife 🏙️ kajalkevadiya #detroitdowntown #michigan,1715586442.9088058
C65ppQ2Mjgh,,0,gujaratijagran,"IPL 2024, RCB vs DC: સતત પાંચ મેચમાં જીત અને ફાઈનલમાં આરસીબી! 8 વર્ષ પછી ફરી થઈ રહ્યું છે ઇતિહાસનું પુનરાવર્તન

https://www.gujaratijagran.com/sports/cricket/royal-challengers-bengaluru-becomes-the-first-team-in-ipl-2024-to-win-five-consecutive-matches-will-rcb-be-qualified-for-indian-premier-league-final-329360

IPLplayoff #Ipl2024 #RCB #CSKvsRCB #GTvsKKR #Gujaratijagran #viratkohli #playoff #RCBvsDC",1715586446.119059
C65kn4crIT0,C6kucLVhlrx,24,official_krishna_2004_,"લાભ // ૐ // લાભ
દ્વારકાધીશ કૃષ્ણ શ્રૃંગાર આરતી દર્શન તા.૧૩/૦૫/૨૦૨૪

👑જય દ્વાཞⅈકાⅅℍⅈશ👑

Facebook  Follow :- Ghanshyam vikani

Insta  Follow: -  @officel_krishna_2004_

#શુભ #ૐ #લાભ
#દ્વારકાધીશકૃષ્ણ #કૃષ્ણશ્રૃંગારઆરતીદર્શન.",1715586446.1190803
C65pg89pIWo,C6kucLVhlrx,0,mijaaj.news,"સાઉથ સુપરસ્ટાર ચિરંજીવી એ સહપરિવાર સાથે કર્યું મતદાન .
mijaajnews",1715586446.1190937
C65prHUsZzT,C6kucLVhlrx,0,gujaratijagran,"IPL 2024, RCB vs DC: સતત પાંચ મેચમાં જીત અને ફાઈનલમાં આરસીબી! 8 વર્ષ પછી ફરી થઈ રહ્યું છે ઇતિહાસનું પુનરાવર્તન

https://www.gujaratijagran.com/sports/cricket/royal-challengers-bengaluru-becomes-the-first-team-in-ipl-2024-to-win-five-consecutive-matches-will-rcb-be-qualified-for-indian-premier-league-final-329360

IPLplayoff #Ipl2024 #RCB #CSKvsRCB #GTvsKKR #Gujaratijagran #viratkohli #playoff #RCBvsDC",1715586446.119098
C65pmwONOkQ,C6kucLVhlrx,0,divyabhaskar_in,"અમિતાભ બચ્ચને માતાનું વર્ણન કરતી કવિતા શેર કરી : મધર્સ ડે ના દિવસે વીડિયો શેર કરતા બિગ બીએ લખ્યું- માં! તે પહેલો શબ્દ જે આપણે બોલીએ છીએ, અને જે કાયમ સાથે રહે છે
AmitabhBachchan #MothersDay #HappyMothersDay
https://divya-b.in/9Z7xhFSGyJb",1715586446.1191058
C65ndbGrcji,,87,saara._009,Hiiii,1715586448.7496488
C65nKFZyhNt,C6lOgvurqhM,283,nitika.__02,"Hiiii
@saara_nili_",1715586448.7496576
C65nzkxvvGD,C6lOgvurqhM,143,ch_ishika_07,@saara_nili_,1715586448.7496607
C65nhjbJBM5,C6lOgvurqhM,265,ishika_ishika_07,"Hiiii
@saara_nili_",1715586448.7496626
C65o-BER59N,C6lOgvurqhM,22,lisagamingff111,Support kijiye na ji 😍🥰😘https://youtube.com/shorts/IaqeB1c8xeg?feature=shared,1715586448.7496655
C6l10uvJk9J,,15,gujju_jalwa,T20 વર્લ્ડ કપમાં જ્યારે જરૂર પડશે ત્યારે?🥲,1715586451.2756867
C6lE3fUAv6R,,70,creative_balochistan10,Hingol National Park ❤️,1715586454.1350095
C6lFDKTt-lg,C6lE3fUAv6R,5,rehan._.waxir,Beautiful,1715586454.135021
C6khoNdRpVx,,7,readersbooksclub,Good morning 🌞,1715586456.6516428
C65pSoOy_fW,,2,billionaire_definitely,,1715586458.9538531
C65o-ehh0kH,C6liaTqScXV,4,joal_007,,1715586458.9538617
C65oj35yZwP,C6liaTqScXV,50,psych.opinion,,1715586458.9538643
C65nd68LXM7,C6liaTqScXV,11,succesqote,🥹,1715586458.9538674
C65o8KBBV6J,C6liaTqScXV,2,joal_007,,1715586458.9538708
C625zQhpufM,,437,harleenkohliofficial,"Hey 👋
Where are you from?",1715586461.7026927
C65jJimoVXS,C6lchqdIX4f,32,aanushkaramesh,Every girl should have a pink dress 👗,1715586461.7027042
C62eyBJub8V,C6lchqdIX4f,23,womania_style,"Morning everyone 😇
And happy mother’s day everyone 💐🤱🏻💗",1715586461.7027078
C61a--_JqxC,C6lchqdIX4f,398,harleenkohliofficial,Hey ❤️,1715586461.702711
C60-KX8to_v,C6lchqdIX4f,47,claudiaciesla,"Chasing rainbows in a garden of butterflies 🌈🦋 Nature’s symphony of colors never ceases to amaze!

 #ButterflyBliss #NatureLove #adventure #claudiaciesla #dubai #butterflygarden",1715586461.7027144
C65puAnNO91,,0,zeebusinessofficial,"CBSE Class 10th Result: केंद्रीय माध्यमिक शिक्षा बोर्ड यानी सीबीएसई ने 12वीं के बाद 10वीं की परीक्षा के रिजल्ट्स जारी कर दिए हैं. जानिए कैसे करें चेक.

CBSE",1715586464.192782
C65dixSxPMl,C6lf4ckNT99,11,swami_samarth941,अक्कलकोट श्री स्वामी समर्थ महाराज की जय 🙏🏻🌹,1715586464.1927938
C65l_QnM00q,C6lf4ckNT99,6,swlikhit____,Marathi Quotes,1715586464.1927977
C65k4L8N-nA,C6lf4ckNT99,17,tarknews1,डेल स्टेन,1715586464.1928
C65l1uEIQk9,C6lf4ckNT99,3,swamini_swami,,1715586464.192803
C6ljqmNIhZY,,7,khelshel,"NAILA KIANI CREATES HISTORY, WE ARE PROUD OF YOU 👏

#Mountaineer | #Pakistan | #NailaKiani | #Athlete | #Sports",1715586466.6382582
C65o3jEJmRJ,,0,kashkanbyranveerbrar,"Quench your thirst with Summer Specials only at Kashkan by Ranveer Brar. Dive into the rejuvenating freshness of our Kashkan's Special Lassi Bar and the ultimate Chanch for your whole gang.

Sip, savor, and beat the Dubai heat in style Habibi! 🌞
.
.
أروي عطشك مع العروض الصيفية الرائعة في كاشكان بواسطة رانفير برار. اغمر نفسك في الانتعاش الذي لا يُضاهى مع خيارنا الأمثل من الشاش لفريقك بأكمله وشريط لاسي الخاص بكاشكان. اشرب، تذوق، وتغلب على حرارة دبي بأناقة حبيبي!",1715586469.3660676
C65lRVTs13s,C6lBlnnoEzb,5,sattvikkitchen,"Rainbow Sandwich recipe - No cook 5 mins recipe for picnic
https://youtu.be/Y2HBzhOibYw 🥪😋",1715586469.3660865
C65nNBxhIWy,C6lBlnnoEzb,1,kitchenwithshrijana,Panch Phoron Alu Curry ( Panch Phoron Potato Curry ),1715586469.366091
C65oUOPIu9l,C6lBlnnoEzb,18,filmfare,"Same #AnushkaSharma, same!❤️

The actress reacted as #ViratKohli's #RCB beat #DC at the #IPL2024.",1715586469.3660946
C65bY9ERbSJ,C6lBlnnoEzb,2,sukhvijinder,Jau Ka Sattu (Summer Special Drink),1715586469.3660986
C65meblRKJD,,4,___n_a_i_m_,"Choose a heart, not a face.",1715586471.8192818
C65olFEPXqL,C6kzA0SJdP3,5,iam_nadeem03,Hawai adda restaurant ✈️,1715586471.8192906
C65l6lPvXX_,C6kzA0SJdP3,12,s_i_f_a_t_t,,1715586471.8192945
C65ld1cJ2pg,C6kzA0SJdP3,11,anadh_kutriyar,🙂,1715586471.819297
C65Pt8nLWRQ,C6kzA0SJdP3,33,ahiyan144,White🍃🍂,1715586471.8192997
C6lZBanonwQ,,23,abpmajhatv,"श्रेयसला हृदयविकाराचा झटका येण्यामागे कोविडची लस कारणीभूत?
https://marathi.abplive.com/entertainment/did-shreyas-talpade-suffer-from-heart-attack-due-to-covid-vaccine-actor-gave-an-explaination-entertainment-latest-update-detail-marathi-news-1279374 ShreyasTalpade #CoronaVaccine #COVID_19",1715586474.1472921
C6oAesOoXgV,C6lZBanonwQ,0,uaprabhu,Rubbish,1715586474.1473064
C60rbIixn3e,,1065,zainab_official2001,,1715586478.6707768
C63WEJDillW,C6l5Jf_oNCN,134,sundalkhattakofficial_,Maturity is when you don't force people to choose you.,1715586478.6707873
C65nFkULskF,C6l5Jf_oNCN,12,niraj007_official,Therapy of Mind 💚,1715586478.6707907
C63WVjJt2_a,C6l5Jf_oNCN,421,somaiahashmi,,1715586478.6707945
C65j2dNtRTb,C6l5Jf_oNCN,1,sharafat_aly,Sarfranga village view 🏔️❤️,1715586478.6707973
C6lGI5BrqMv,,26,naressshh,Straight to the point,1715586482.931668
C6lYVakJP92,C6lGI5BrqMv,1,_ravann____14,🤣 jabrdasti pel do,1715586482.9316761
C6lob8KPOhP,C6lGI5BrqMv,0,naressshh,😅,1715586482.9316802
C6lWtl6P00k,C6lGI5BrqMv,7,sultana_syed_17,,1715586482.931683
C6lGQFrSg1N,C6lGI5BrqMv,2,pranavvyas312,Facts,1715586482.9316852
C6lGR2xLU2v,C6lGI5BrqMv,0,naressshh,😂😂,1715586482.9316876
C6lTkrsygJI,C6lGI5BrqMv,1,masa.threads,Dictatorship 💔,1715586482.9316897
C6loeq9vw31,C6lGI5BrqMv,0,naressshh,😅,1715586482.9316921
C6lRXeLuPdb,C6lGI5BrqMv,1,pikku_chuu,,1715586482.931694
C6loffSPw5K,C6lGI5BrqMv,0,naressshh,😁,1715586482.9316962
C6lHFq3pE4V,C6lGI5BrqMv,0,word_beast_,😅😅,1715586482.9316978
C6lP9D1r_bW,C6lGI5BrqMv,0,naressshh,😁😁,1715586482.9317
C6lIZgjxQSx,C6lGI5BrqMv,0,neervair_khalsa,O,1715586482.931702
C6lP-Nkr1ds,C6lGI5BrqMv,0,naressshh,Uff,1715586482.9317038
C65pS22Of96,,3,aquidtweets,,1715586485.6948385
C65o7pqPviE,C6k-gAKJqqI,6,word_metric,"In English we say “nobody is happy from inside”

But in urdu:

“Kaun khush hai zindagi me bhala
Katt jayegi, katt hi rahi hai”",1715586485.6948473
C602lVJN7M6,C6k-gAKJqqI,138,ahmad.sheikh_8,𝐊𝐚𝐛𝐡𝐢 𝐑𝐚𝐬𝐭𝐞 𝐁𝐚𝐝𝐚𝐥 𝐆𝐚𝐲𝐞...💔 𝐊𝐚𝐛𝐡𝐢 𝐈𝐫𝐚𝐝𝐞 𝐁𝐚𝐝𝐚𝐥 𝐆𝐚𝐲𝐞...💔 𝐇𝐮𝐦 𝐍𝐚 𝐁𝐚𝐝𝐥𝐞... 𝐌𝐚𝐠𝐚𝐫... 𝐓𝐞𝐫𝐞 𝐕𝐚𝐚𝐝𝐞 𝐁𝐚𝐝𝐚𝐥 𝐆𝐚𝐲𝐞...💔 𝐌𝐨𝐡𝐚𝐛𝐛𝐚𝐭 𝐊𝐞 𝐀𝐧𝐝𝐡𝐞𝐫𝐞 𝐌𝐞𝐢𝐧... 𝐏𝐚𝐭𝐡𝐚𝐫 𝐏𝐢𝐠𝐡𝐚𝐥 𝐆𝐚𝐲𝐞...💔 𝐆𝐚𝐢𝐫𝐨𝐧 𝐒𝐞 𝐊𝐲𝐚 𝐆𝐢𝐥𝐚... 𝐉𝐚𝐛 𝐀𝐩𝐧𝐞 𝐇𝐢 𝐁𝐚𝐝𝐚𝐥 𝐆𝐚𝐲𝐞...💔💔...,1715586485.6948543
C65otnzyy8Q,C6k-gAKJqqI,1,muktar_khan7,"Tere chehre ko hazaro chahne wale, Teri rooh ka mai akela deewana!""✨",1715586485.6948614
C62u3sELCnV,C6k-gAKJqqI,233,words_of_jaam,Mother’s Day,1715586485.694865
C65CVKOuq2J,,3,juztsteph_,It’s 10pm im about to fck this up🤪,1715586488.5900323
C618DEmiT28,C6lq_z1vXnC,179,ig_doods,frenemies ✨,1715586488.5900443
C63tzwuv-0F,C6lq_z1vXnC,1044,cremechii,🐱!!,1715586488.5900486
C65L9TFu5Mv,C6lq_z1vXnC,3,juztsteph_,Goodnight Threads💤🛌 .𖥔 ݁ ˖˚☽˚｡⋆,1715586488.5900521
C60wbktiJ4x,C6lq_z1vXnC,949,lifewithbubu,My type of socializing is meowing back at every cat I meet ✨,1715586488.5900562
C6mI3pNPY0x,,19,_upsc_motivational_videos_1,"Know about Ashok chakra 👍💯👍जानिए अशोक चक्र के बारे में ❤️❤️ ...............like ❤️ and follow 👍💯............
.
Follow @_upsc_motivational_videos_1 
Follow @_upsc_motivational_videos_1 
Follow @_upsc_motivational_videos_1 
.
.
#tiranga #tiranga🇮🇳 #tirangawaaliselfie #tirangayatra #tirangaa #knowledge #fact #factss #factbytes #indianflag #indianflag🇮🇳 #india #indiapower #indianpower #explore #viral #trending #trendingreels #trendingnow #viralreels #newpost #newpost❤",1715586490.9592853
C6khF7mJFVv,,397,rashmianupsharma,Good morning,1715586494.4006271
C6lvtQYsxbj,C6khF7mJFVv,0,vinayak.surve.10,Hi reply me back,1715586494.4006367
C6khNfwpfla,C6khF7mJFVv,1,prince__devu__appu,Hii qute,1715586494.40064
C6kpxnMo-Q3,C6khF7mJFVv,0,kavron777,Beautiful look,1715586494.4006426
C6kqD55PqJO,C6khF7mJFVv,0,raajgupta62,Nice looking,1715586494.4006443
C6kkoc2iFae,C6khF7mJFVv,0,pradippatil71,Good morning,1715586494.4006462
C6khZR4xPJ-,C6khF7mJFVv,0,vasavavinod38,👌👌,1715586494.4006479
C6khnrBoh5H,C6khF7mJFVv,0,vasavavinod38,Hi,1715586494.4006512
C6kt6mTK88a,C6khF7mJFVv,0,se.nthil5743,Good morning,1715586494.4006531
C6k55gFIFBv,C6khF7mJFVv,0,atul_wellness_coach,Good Morning,1715586494.4006546
C6kmf8iIhuj,C6khF7mJFVv,0,bahuchar_tours_and_travels,Good morning,1715586494.4006565
C6m4_2aKfTm,C6khF7mJFVv,0,a.r_ram,Hi,1715586494.4006584
C6nBYnYvU0C,C6khF7mJFVv,0,_.prince_.x_swami.790,Hii,1715586494.40066
C6kurynB07M,C6khF7mJFVv,0,praveenmealam,Good morning dear,1715586494.4006617
C6ki3CooPf1,C6khF7mJFVv,0,27__sep__2022,😍😍😍🌹🌹🌹,1715586494.4006636
C6ls9PTBNot,C6khF7mJFVv,0,jitupalekar13,Nice yar,1715586494.4006658
C6m_zRJvjoa,C6khF7mJFVv,0,patel_minesh_87167,Good morning,1715586494.4006674
C6lxxuGsp2r,C6khF7mJFVv,0,devand_aayar,❤️❤️❤️🔥🔥🔥🥰🥰🥰😍😍👌,1715586494.400669
C6kobNEBhrT,C6khF7mJFVv,0,madhavmm1,Good morning ♥️,1715586494.4006715
C6k3Vq0hhG6,C6khF7mJFVv,0,rameshbm337,Nice,1715586494.4006739
C6lAwHRo8RT,C6khF7mJFVv,0,himanshuparmar28388,Hy,1715586494.4006755
C6lcQq0ttoB,,2,loksattalive,"“माझ्या आईने त्याला खूप झापलं होतं”, ‘सारेगमप लिटील चॅम्प्स’ फेम रोहित राऊतला लहानपणी ओरडली होती जुईलीची आई; गायकाने सांगितला सासूबाईंचा किस्सा

https://loksatta.com/manoranjan/television/rohit-raut-teased-juilee-joglekar-in-saregamapa-lil-champs-her-mother-shouted-him-dvr-99-4356093/

RohitRaut #JuileeJoglekar #saregamapalilchamps #LatestNews #entertainmentnews #marathisinger #singer",1715586496.874932
C6lzHQioYKH,,10,sanjeevkapoor,"Kairi ka panna toh bahut piya hoga, ab try karo Kachchi Kairi Slush!

This sweet, tangy and #Mangolicious slush will make you fall in love with it instantly. Toh chalo, recipe dekh ke banalo aur fir dostonko try karne bulao.

https://www.youtube.com/watch?v=Xza2drjzd3I",1715586499.3336346
C6m8zgeLqon,,2730,thatericalper,"You may be old, but are you this old?",1715586504.0562618
C6pM5zZvAEf,C6m8zgeLqon,25,emmkayer,"Dude, I’m this old.",1715586504.0562727
C6sXRGgMaSJ,C6m8zgeLqon,21,mwilk19,You can’t be serious. Old is when you can remember trying to find the insert for a 45 rpm record so you can listen to the latest Stones record.,1715586504.0562766
C6pgr4jxOyI,C6m8zgeLqon,8,nflom,Are you serious?  That isn’t old. 45’s are old. That is what we bought.,1715586504.0562813
C6rFx3NumT0,C6m8zgeLqon,34,lynnefontana,I am so old a playlist looked like this,1715586504.0562844
C6uCd6EOp_N,C6m8zgeLqon,0,natalieogle,YES!!!,1715586504.056287
C6sI5G4x3pd,C6m8zgeLqon,115,tonyserrata,Just gonna drop this here.,1715586504.056289
C6tU_ifuFr1,C6m8zgeLqon,9,edg83_,Listen - I am this old.,1715586504.0562913
C6t1SLyA-DI,C6m8zgeLqon,1,brookssusman,"My first 45...Elvis, Love Me Tender!",1715586504.0562935
C6tNf9SrMKe,C6m8zgeLqon,2,bnolte_,Puhleese….I’m this old,1715586504.0562956
C6tOL-LuyZF,C6m8zgeLqon,33,pomdad8836,"Oh. I'm older. I used to have 45's and 33's. Then replaced those with 8 tracks,then cassettes. Now Cd's.",1715586504.0562983
C6sPKJsr3LD,C6m8zgeLqon,39,rcrosbystickles,Older. Try 45s and LPs. More? 78RPMs which is very hard yet brittle records,1715586504.0563014
C6tSlf7LGBC,C6m8zgeLqon,8,nettiecaro1,Son I’m this old!,1715586504.0563042
C6tTArKu61g,C6m8zgeLqon,1,hamlinthe_best_dog,🤣,1715586504.0563066
C6sNVkFrZsJ,C6m8zgeLqon,14,ellynsongs,What kind of newfangled dealy you got there?,1715586504.0563092
C6sSi16rgUm,C6m8zgeLqon,0,willbrahm,Side eye!!,1715586504.0563114
C6uWu_er9Ty,C6m8zgeLqon,0,erramey2023,I have adult grandchildren that old …,1715586504.0563133
C6sOZq3rtth,C6m8zgeLqon,1,ladybiker421,Dude I’m this old.,1715586504.056316
C6r9h9vvOjW,C6m8zgeLqon,30,pettycrimes,I’m this old,1715586504.0563185
C6tTRJ6ukJv,C6m8zgeLqon,0,sheila_simon_derrwaldt,Older than that but I have plenty of those too,1715586504.0563204
C6sLNX3rIP3,C6m8zgeLqon,262,joannebfreeman,Yes.,1715586504.0563228
C6tRgTeOY36,C6m8zgeLqon,5,calvinbrooks748,Unfortunately 🤬,1715586504.056325
C6tTR1trDHI,C6m8zgeLqon,0,nastywoman4democracy,I have a reel to reel that was manufactured the year I was born. I remember listening to the reels as a kid.,1715586504.0563276
C6tVY-_uo1k,C6m8zgeLqon,0,calvinbrooks748,😬,1715586504.0563304
C6t26zVuboX,C6m8zgeLqon,4,tinabaete,This old,1715586504.0563326
C6pkJZSry-d,C6m8zgeLqon,5,fishyonekenobi,I’m 45 vinyl old,1715586504.0563345
C6pkzEHrMZp,C6m8zgeLqon,1,mi.pankey,"Me too, with those little red doohickies in the middle so it fit on the record player old!",1715586504.0563369
C6pp9SOrjjM,C6m8zgeLqon,0,fishyonekenobi,And those 33 rpms of classical music. Played on a record player in a little suitcase.,1715586504.0563397
C6tQ04CAvaV,C6m8zgeLqon,2,mezzo13531,I’ll see you and raise you this,1715586504.0563428
C6sKg3Sufbk,C6m8zgeLqon,0,kavelmanwendy,Yup,1715586504.0563457
C6tUGbxLlPC,C6m8zgeLqon,3,lavndrblue_54,I’m this old!,1715586504.0563471
C6tVShwOI5N,C6m8zgeLqon,0,sheilalouise68,Go back to LPs and 8 Tracks,1715586504.0563498
C6sJNtisvHm,C6m8zgeLqon,8,cindywilchwilliams,I’m this old.,1715586504.056352
C6pEtG6ylf0,C6m8zgeLqon,5,lovelylyndak,I’m actually this old.,1715586504.0563543
C6tJUvkO5Iv,C6m8zgeLqon,0,robert.d.mumford,Yes. Im even older. Im this old:,1715586504.0563567
C65pSZWy1yG,,2,cricketloverfanlife,,1715586506.4781013
C65pxvTtgfH,C6l10uvJk9J,0,divyabhaskar_in,"દિવંગત અભિનેતા સુશાંતને યાદ કરીને મનોજ ભાવુક થયો : કહ્યું, ' સુશાંત બ્લાઇન્ડ્સ આર્ટિકલથી ખૂબ પરેશાન હતો, તેનો સમય આવવાનો હજુ બાકી હતો'
SushantSinghRajput𓃵 #ManojBajpayee #BhaiyyaJi 
https://divya-b.in/bxCc3VCJyJb",1715586506.4781115
C65piokhNA8,C6l10uvJk9J,7,rvcjinsta,The Great Game Is Here!!💯🔥💪🏻,1715586506.478122
C65nBXerH7L,C6l10uvJk9J,244,motivationalcircle21,"That bhaichara between Virat kohli and
Ishant sharma❤️🥺

Two Delhi boys🔥😍❤️",1715586506.4781256
C65pmwONOkQ,C6l10uvJk9J,0,divyabhaskar_in,"અમિતાભ બચ્ચને માતાનું વર્ણન કરતી કવિતા શેર કરી : મધર્સ ડે ના દિવસે વીડિયો શેર કરતા બિગ બીએ લખ્યું- માં! તે પહેલો શબ્દ જે આપણે બોલીએ છીએ, અને જે કાયમ સાથે રહે છે
AmitabhBachchan #MothersDay #HappyMothersDay
https://divya-b.in/9Z7xhFSGyJb",1715586506.4781315
C6lPHB-OSp1,,73,millionsbilliondreams,This paper gives you respect 🫡,1715586509.2060084
C6k2WEmIrhz,,5,abpmajhatv,"सध्या राज्यातील पाणीसाठा हा 28 टक्क्यांपर्यंत खाली आला आहे. तर मराठवाड्यातील पाणीसाठा 12 टक्क्यांवर आला आहे. 
https://marathi.abplive.com/news/maharashtra/water-storage-in-maharashtra-news-28-percent-water-reserves-are-left-in-the-state-1279283
Waterstorage #Marathwada #ABPMajha",1715586511.762625
C65JPwnvtF-,,55,pritipatel3726,"Smile for your self 
Love your self",1715586514.3795528
C65oWS2oOVD,C6kbtxqSuDx,7,poojagohil260,Poojagohil6072,1715586514.3795655
C60wr7oNfqU,C6kbtxqSuDx,150,monalidarji1993,A beautiful soul with a strong mind & kind heart💕✨,1715586514.3795702
C60oK9MqaaY,C6kbtxqSuDx,184,dhritipatel493,"Hello pink 💗 
What is yours fav Colour???Threads",1715586514.3795767
